No,date,TimeBarStart,year,month,day,hour,minute,ticker,call,strike,expiration_date,option_price,underlying_price,moneyness,days_to_ex,std_underlying,treasury_rate
16,20220103,1:05:00 PM,2022,1,3,13,5,SPY,C,500,6/17/2022,9.1,475.595,0.95119,118,0.000357363,0.22
17,20220103,1:42:00 PM,2022,1,3,13,42,SPY,C,500,6/17/2022,9.3,476.195,0.95239,118,0.00057862,0.22
18,20220103,1:44:00 PM,2022,1,3,13,44,SPY,C,500,6/17/2022,9.3,476.385,0.95277,118,0.000528942,0.22
19,20220103,2:29:00 PM,2022,1,3,14,29,SPY,C,500,6/17/2022,9.6,476.915,0.95383,118,0.000583139,0.22
20,20220103,2:32:00 PM,2022,1,3,14,32,SPY,C,500,6/17/2022,9.57,476.815,0.95363,118,0.000651354,0.22
21,20220103,2:39:00 PM,2022,1,3,14,39,SPY,C,500,6/17/2022,9.6,477.115,0.95423,118,0.00058945,0.22
22,20220103,2:42:00 PM,2022,1,3,14,42,SPY,C,500,6/17/2022,9.74,477.285,0.95457,118,0.000478892,0.22
23,20220103,3:03:00 PM,2022,1,3,15,3,SPY,C,500,6/17/2022,9.7,477.115,0.95423,118,0.000604545,0.22
24,20220103,3:09:00 PM,2022,1,3,15,9,SPY,C,500,6/17/2022,9.76,477.285,0.95457,118,0.000418387,0.22
25,20220103,3:33:00 PM,2022,1,3,15,33,SPY,C,500,6/17/2022,9.81,477.505,0.95501,118,0.000377691,0.22
26,20220103,3:49:00 PM,2022,1,3,15,49,SPY,C,500,6/17/2022,9.89,477.645,0.95529,118,0.000328836,0.22
27,20220103,3:50:00 PM,2022,1,3,15,50,SPY,C,500,6/17/2022,9.9,477.495,0.95499,118,0.000391188,0.22
28,20220103,3:54:00 PM,2022,1,3,15,54,SPY,C,500,6/17/2022,9.81,477.485,0.95497,118,0.000317874,0.22
29,20220104,9:42:00 AM,2022,1,4,9,42,SPY,C,500,6/17/2022,11,479.545,0.95909,117,0.001905871,0.23
30,20220104,10:02:00 AM,2022,1,4,10,2,SPY,C,500,6/17/2022,10.83,479.255,0.95851,117,0.00202936,0.23
31,20220104,10:03:00 AM,2022,1,4,10,3,SPY,C,500,6/17/2022,10.7,479.005,0.95801,117,0.002104876,0.23
32,20220104,10:16:00 AM,2022,1,4,10,16,SPY,C,500,6/17/2022,10.7,479.015,0.95803,117,0.002074801,0.23
33,20220104,10:20:00 AM,2022,1,4,10,20,SPY,C,500,6/17/2022,10.8,479.175,0.95835,117,0.00205259,0.23
34,20220104,10:37:00 AM,2022,1,4,10,37,SPY,C,500,6/17/2022,10.5,478.825,0.95765,117,0.000456124,0.23
35,20220104,11:00:00 AM,2022,1,4,11,0,SPY,C,500,6/17/2022,10.01,477.165,0.95433,117,0.001510595,0.23
36,20220104,11:08:00 AM,2022,1,4,11,8,SPY,C,500,6/17/2022,10,477.025,0.95405,117,0.001527217,0.23
37,20220104,11:35:00 AM,2022,1,4,11,35,SPY,C,500,6/17/2022,10.05,477.345,0.95469,117,0.001640873,0.23
38,20220104,11:45:00 AM,2022,1,4,11,45,SPY,C,500,6/17/2022,10.13,477.625,0.95525,117,0.001683876,0.23
39,20220104,11:47:00 AM,2022,1,4,11,47,SPY,C,500,6/17/2022,10.16,477.895,0.95579,117,0.001765486,0.23
40,20220104,11:54:00 AM,2022,1,4,11,54,SPY,C,500,6/17/2022,10.17,477.815,0.95563,117,0.000462815,0.23
41,20220104,12:30:00 PM,2022,1,4,12,30,SPY,C,500,6/17/2022,9.92,477.355,0.95471,117,0.000702237,0.23
42,20220104,1:05:00 PM,2022,1,4,13,5,SPY,C,500,6/17/2022,9.71,477.03,0.95406,117,0.000706247,0.23
43,20220104,1:30:00 PM,2022,1,4,13,30,SPY,C,500,6/17/2022,8.47,476.055,0.95211,117,0.000968404,0.23
44,20220104,1:31:00 PM,2022,1,4,13,31,SPY,C,500,6/17/2022,9.44,476.38,0.95276,117,0.001006163,0.23
45,20220104,1:55:00 PM,2022,1,4,13,55,SPY,C,500,6/17/2022,9.39,475.805,0.95161,117,0.000992854,0.23
46,20220104,1:59:00 PM,2022,1,4,13,59,SPY,C,500,6/17/2022,9.33,475.725,0.95145,117,0.001031606,0.23
47,20220104,2:40:00 PM,2022,1,4,14,40,SPY,C,500,6/17/2022,9.68,477.095,0.95419,117,0.00189855,0.23
48,20220104,2:42:00 PM,2022,1,4,14,42,SPY,C,500,6/17/2022,9.71,477.125,0.95425,117,0.001519524,0.23
49,20220104,3:03:00 PM,2022,1,4,15,3,SPY,C,500,6/17/2022,9.82,477.685,0.95537,117,0.001553797,0.23
50,20220104,3:23:00 PM,2022,1,4,15,23,SPY,C,500,6/17/2022,9.95,478.085,0.95617,117,0.001206634,0.23
51,20220104,3:35:00 PM,2022,1,4,15,35,SPY,C,500,6/17/2022,9.92,478.175,0.95635,117,0.001131748,0.23
52,20220104,3:48:00 PM,2022,1,4,15,48,SPY,C,500,6/17/2022,10.2,478.535,0.95707,117,0.000465518,0.23
53,20220104,4:03:00 PM,2022,1,4,16,3,SPY,C,500,6/17/2022,9.91,477.45,0.9549,117,0.001389965,0.23
54,20220105,9:30:00 AM,2022,1,5,9,30,SPY,C,500,6/17/2022,9.75,477.385,0.95477,116,0.001263394,0.23
55,20220105,9:32:00 AM,2022,1,5,9,32,SPY,C,500,6/17/2022,9.68,476.645,0.95329,116,0.001259904,0.23
56,20220105,9:40:00 AM,2022,1,5,9,40,SPY,C,500,6/17/2022,9.63,476.975,0.95395,116,0.001355538,0.23
57,20220105,10:04:00 AM,2022,1,5,10,4,SPY,C,500,6/17/2022,9.65,476.88,0.95376,116,0.001192298,0.23
58,20220105,10:14:00 AM,2022,1,5,10,14,SPY,C,500,6/17/2022,9.56,476.985,0.95397,116,0.000836593,0.23
59,20220105,10:49:00 AM,2022,1,5,10,49,SPY,C,500,6/17/2022,9.63,477.215,0.95443,116,0.000891305,0.23
60,20220105,11:26:00 AM,2022,1,5,11,26,SPY,C,500,6/17/2022,9.57,476.965,0.95393,116,0.000496037,0.23
61,20220105,11:44:00 AM,2022,1,5,11,44,SPY,C,500,6/17/2022,9.43,476.415,0.95283,116,0.000642114,0.23
62,20220105,12:00:00 PM,2022,1,5,12,0,SPY,C,500,6/17/2022,9.47,476.565,0.95313,116,0.000688695,0.23
63,20220105,12:07:00 PM,2022,1,5,12,7,SPY,C,500,6/17/2022,9.53,476.815,0.95363,116,0.000739209,0.23
64,20220105,12:08:00 PM,2022,1,5,12,8,SPY,C,500,6/17/2022,9.51,476.725,0.95345,116,0.000671459,0.23
65,20220105,12:12:00 PM,2022,1,5,12,12,SPY,C,500,6/17/2022,9.58,476.825,0.95365,116,0.000664552,0.23
